id,name,ppOld,ppNew,ppDiff,minuteUpdated
9276293,EzChock,15097.1,14229.63,-758,29789842
16348690,Adomeium,15180.8,14218.39,-1292,29789842
8441074,Lunacy_,14572.4,14215.88,1,29789843
4497582,-Wolfy-,14506,14214.81,-62,29789843
12855946,saewon,14644.5,14204.75,-107,29789843
6437601,LoidKun,14132.3,14202.36,1917,29789845
8766780,Hera_,14893.1,14197.39,-1253,29789843
12362243,chapter,14284.4,14196.09,1269,29789844
7929698,Sharpsight,14899.9,14195.75,141,29789843
10069909,tsunagite,14708.7,14194.09,-456,29789843
11079968,eiry,14272.8,14188.80,784,29789844
19026367,Cossin,14486.1,14186.67,496,29789843
16436446,Lunasa,14357.8,14182.84,852,29789844
4250296,thaibuy,15008.7,14182.56,-840,29789843
11819046,WhiteWoofWoolf,14915.2,14180.31,-510,29789843
11983229,Norlain,14837.6,14176.96,-498,29789843
18537231,hurbruh,14414,14176.81,1152,29789844
12911800,Toara,13816.1,14175.80,3573,29789845
4550695,Ukase,13777.7,14173.58,4467,29789846
20501126,6Nusu9,13736.6,14172.85,4844,29789846
10652837,Rammu,14196.4,14166.22,1504,29789844
11476432,lorenzo101122,14034.7,14160.72,1624,29789845
17999723,infinity,14556.2,14157.31,113,29789843
11553201,SLOVAKTRUCKER,15410.2,14152.82,-1784,29789842
18835943,lemontree,15144,14148.07,-1417,29789842
8925266,Haadez,14547.3,14145.13,685,29789843
7825971,Firiiu,14136.2,14144.73,1897,29789844
12571145,120-cell,15000.5,14142.23,1082,29789843
14162213,luxeray,14813,14132.64,-376,29789843
9723127,ChaiPhukChep,14463,14127.34,889,29789844
11692680,lolowyo,14769,14124.39,-824,29789843
14358922,blench,14115.8,14123.44,1401,29789845
13518421,Jxir,14884.7,14121.94,-840,29789843
14282987,szedis,14289.2,14119.28,2175,29789844
3517706,[ Zane ],14999.3,14118.71,-306,29789843
10359706,rezendeevil,14038.9,14117.13,2171,29789845
9125830,Chakrami,14392.3,14112.30,482,29789844
9217468,Aseridan,14872.6,14108.67,-1149,29789843
8865297,senya-,14760.3,14102.27,728,29789843
12563874,sacril,14618.4,14092.46,219,29789843
5009715,Doga,13558.6,14085.70,2201,29789846
5724445,Jesse Pinkman,14676.1,14084.79,298,29789843
8780223,VtuberVoiceASMR,14371.9,14083.61,349,29789844
12985528,Six Sevenek,14343.3,14080.78,63,29789844
11426332,Vilensi,14527,14078.26,-849,29789843
14547194,Azertyran,14780.5,14077.03,-1055,29789843
28536811,Comlol,14346.3,14071.21,1025,29789844
14017762,ywd,15137.4,14063.43,-1879,29789842
14264961,iisobeyan,13703.7,14062.18,4160,29789846
8708697,oceanman,14779.3,14057.83,-1202,29789843
15346564,Bairechuu,14643.1,14055.49,-173,29789843
10486062,Sunwraith,14599.7,14053.62,190,29789843
4432408,Toesu,15034.8,14049.63,-1316,29789842
14035920,Rikuima,14693.7,14048.79,-886,29789843
10829419,shion,14261.5,14044.68,933,29789844
14945721,Raidd,15083.1,14042.53,-1561,29789842
16564766,zhunque,15048.2,14039.68,-1663,29789842
22623201,Rui is bad,14386.1,14031.81,816,29789844
