id,name,ppOld,ppNew,ppDiff,minuteUpdated
8609047,Jitsuzai,7468.9,6889.04,17,28824067
8659666,Ludicin,7504.75,6888.64,2,28824066
26756473,siepoynnnnn,7537.95,6888.35,-398,28824066
8819232,Tamamo Desu,7487.56,6887.80,-80,28824067
17911858,Yeyue_Tw,7469.7,6887.68,-180,28824067
27989747,snowieL,7425.68,6887.51,91,28824068
8689712,bskr2356,7326.35,6887.19,616,28824069
24016823,Apelakk,7428.48,6886.73,177,28824068
24340967,cjuo A2,7333.03,6886.64,-136,28824069
12395123,ok farewell,7522.24,6886.38,-160,28824066
10716860,Banana Yasahiro,7461.95,6886.27,207,28824067
23275219,Sapple_619,7508.93,6886.14,-284,28824066
4046406,ROTO2001,7481.44,6885.73,36,28824067
10135484,Krazyman80,7501.27,6884.84,-40,28824066
21316537,nightAries,7449.14,6884.84,257,28824067
23436309,Chara4Lyfe79,7514.36,6884.68,-429,28824066
20481648,flashclub,7279.9,6884.65,893,28824070
20639604,Quexer,7531.6,6884.61,-346,28824066
30622906,Doronai,7349.71,6884.57,52,28824069
16104161,Minorvv,7272.4,6884.51,465,28824070
7708164,Chyo_N,7337.94,6884.22,534,28824069
4921303,jl4972,7441.21,6883.36,82,28824067
12430518,KingOrQueen,7428.26,6883.32,-43,28824068
12079994,-Usada Pekora-,7475.19,6883.11,-84,28824067
8948273,Kennxie,7496.14,6882.22,-217,28824067
8157309,Gripong,7472.95,6881.30,-48,28824067
11559342,KeseaN,7466.96,6881.20,-3,28824067
21973067,XODL,7389.35,6881.04,120,28824068
20202039,[SPD]Bac Ki v2,7457.76,6880.88,-287,28824067
20542278,nigel422xd,7274.59,6880.72,413,28824070
9303412,Cansta,7412.33,6879.73,302,28824068
19621514,Shedrik,7410.37,6879.59,251,28824068
23975349,Dekker_Dominik,7276.92,6879.57,649,28824070
28748611,SamIsBigNab,7465.83,6879.00,-332,28824067
31734152,FmartinF,7330.86,6878.84,465,28824069
14753641,Salty_fishhhh,7453.42,6878.71,-95,28824067
34363141,Zcxzy,7539.38,6878.69,-342,28824066
12518013,risdanm,7431.15,6878.66,-41,28824068
15836493,sh1nx,7512.67,6877.87,-148,28824066
14263349,keinn,7392.92,6877.72,187,28824068
33870588,adeza,7540.55,6877.45,-546,28824066
10446746,MoMoEven,7320.58,6877.34,-217,28824069
33565100,EuphX,7462.52,6877.01,-138,28824067
4545868,White Fox,7488.98,6876.90,-279,28824067
16930336,Kayuno,7494.12,6876.61,-202,28824067
13418038,Pissezi,7426.51,6876.07,36,28824068
24583311,CHuYiSS,7404.23,6875.70,134,28824068
28957689,xinling,7417.1,6875.23,-406,28824068
1662936,kino12133,7482.72,6875.13,27,28824067
13981991,TheFunk,7508.97,6874.67,-114,28824066
28993045,InstaKill195,7509.27,6874.50,-240,28824066
18656343,xC_ryptic,7350.5,6874.24,310,28824069
29267390,Yek,7533.14,6873.86,-535,28824066
25617984,Gael548,7483.61,6872.90,-159,28824067
18888616,shashashasha,7458.58,6872.72,-121,28824067
13073791,Eighty7Bread,7420.31,6872.62,199,28824068
16505035,MIN4MI,7479.1,6872.56,-131,28824067
24377284,RoboTopo_,7420.86,6872.04,-143,28824068
18773351,MaVaFristy,7482.39,6870.25,-108,28824067
13570208,TrueJefrySV123,7444.56,6869.00,98,28824067
15365005,Augustus14,7416.37,6868.99,-4,28824068
16157629,CLRT,7377.12,6868.98,-372,28824068
26024178,AizQT,7455.66,6868.81,-105,28824067
32268880,bacon man6969,7453.92,6868.75,-313,28824067
30173157,icc1976,7430.38,6868.54,20,28824068
11741493,SMBI,7465.37,6868.47,-213,28824067
